b_size,drop_rate,l2,lr,mixup_0,mixup_1,mixup_2,mixup_3,mom,t_0,result
270.0,0.02078874301953257,-1.5319808080255086,-6.809237272772876,0.6245600693041133,2.3256505548311672,2.732637815224741,0.16558547548756344,0.8544560551822029,15.0, 0.8742222222222222
170.0,-0.1,-2.047268110270002,-1.308728762056388,2.8376023956255847,0.048102546459501246,2.5826169628360867,2.671796057933899,0.1,66.0, 0.08666666666666667
170.0,-0.1,-2.189549097915298,-1.2629645704906087,2.6422913525441385,0.15724224908608003,2.4596518328017716,2.613653460627412,0.1,66.0, 0.07333333333333347
160.0,0.05737733879167006,-3.908449562612494,-1.2544527460590844,2.600326818933808,2.3327434826791342,0.9905747319301379,1.4775575124708293,0.35934399241620796,80.0, 0.16311111111111098
160.0,0.31085447361530255,-2.9204548692183097,0.5505031340107512,0.17541228455586377,0.6220686605024728,1.172047296789816,0.4308398876428636,0.67642594884016,78.0, 0.7773333333333333
160.0,0.19364754023228894,-2.3649151712940375,-2.1549452731312835,2.4559337342341414,2.180405214428801,2.055328177130424,2.128502022536262,0.40755441384158747,84.0, 0.3884444444444445
160.0,-0.1,-4.9568840795940865,-3.1692650623567755,3.0,3.0,0.7992568175361752,2.5884251363534547,0.1,82.0, 0.7128888888888889
50.0,0.4959986211689055,-1.2072494315168072,-3.4783868147773287,2.7106440977121657,2.165017365984071,1.8406607180932641,0.9362237833945787,0.8344088831747024,59.0, 0.7164444444444444
50.0,0.19657178507632914,-2.8186487284491246,0.32765036290117155,1.9085018408737704,0.8549022528902572,1.1595031967954137,0.5618618679761406,0.19452174360975683,82.0, 0.6751111111111112
50.0,0.3917203342267087,-3.6686422789655637,-0.5674650347679471,0.408839306338838,1.5779709724906037,-0.07371027650185763,2.7143725695337984,0.5886685476854758,147.0, 0.06622222222222218
250.0,-0.03813416589952004,-4.201406625979509,-2.6287507317398484,0.8810796833382594,1.9231616414054864,2.6767073017597607,1.1996776664275113,0.3283504020746323,157.0, 0.5924444444444444
50.0,0.342401953843473,-3.7224633711167305,-2.1319889251914796,1.604308183052444,0.6022068064912792,0.015526063175139304,1.193826812516529,0.7803456125436242,147.0, 0.1737777777777777
50.0,0.5,-3.957557089226702,-1.6822967893177472,-0.1,3.0,1.6004116580281693,3.0,0.1,147.0, 0.28933333333333344
50.0,0.2479764472628741,-3.3631042800444217,-2.05265385755226,0.4708448203450903,1.2681154872153249,0.5961740876758936,2.715963776590493,0.40819285526920557,145.0, 0.252
50.0,0.24039406428543328,-3.216675828214159,1.0,0.8686496527645962,-0.1,-0.1,2.6773397477159415,0.9,147.0, 0.9057777777777778
50.0,0.3293637072333791,-3.454288420129797,1.0,0.8818260021837215,0.12007669378954136,-0.1,2.5023445903258343,0.9,148.0, 0.9057777777777778
50.0,0.4976896662820147,-4.0262064917524505,-1.437900688930851,0.44255281074491976,2.2743725708773184,-0.1,2.2975229081192268,0.760933091234966,147.0, 0.1075555555555554
50.0,0.4709154028650183,-3.9516600285761108,-1.4135400964074265,0.4458726565572453,2.2854357711902704,-0.1,2.3511890456543663,0.726216063901299,147.0, 0.1053333333333335
