b_size,drop_rate,l2,lr,mixup_0,mixup_1,mixup_2,mixup_3,mom,t_0,result
220,0.23323153028573937,-5.582652979340442,0.20283541363115365,2.2504652613971223,0.05901601993716704,2.22073501093826,2.205105301276661,0.377960822136443,150, 0.10088888888888892
200,0.24611831183360425,-4.658362547626703,-2.3222319023526605,-0.04270531956713587,0.8430963990823791,2.7212544275154746,1.1372433077932569,0.38569154954890994,56, 0.5302222222222222
130,0.006909879334521002,-1.650126176509099,-4.585979047879707,0.662081955456228,0.26525805472866193,0.853098962057778,1.5633031783490208,0.6621148042234529,90, 0.7955555555555556
60,0.1354599545005285,-5.583081231955667,-4.530527568251229,1.08267341252595,2.2595301588775367,1.4182207331957544,0.11766039666805661,0.7424778008501879,29, 0.7995555555555556
70,0.4999386998745039,-2.5241289984346853,-5.3380958943745505,2.972388478928144,1.655792242255965,2.339207748032842,0.36589209200024186,0.6540620264344078,127, 0.8871111111111111
220,0.41999172291237385,-6.833561189915121,0.9412008791706081,2.684153498108632,0.01672230278521967,2.9373323556212787,2.970764701178445,0.13721324127565393,150, 0.39422222222222225
130,0.404254790631832,-1.3422891506371446,-5.018641940673548,2.784668275837814,-0.044182141322684935,1.1345064841979156,2.3651707778404187,0.6935273796043308,112, 0.8933333333333333
240,0.29861028382113075,-6.6704874506760925,0.7532755928229524,2.044260210964001,2.6859417369621625,0.08923665360110045,2.9210519249036717,0.16289913455412064,158, 0.17155555555555535
290,-0.06151398721529547,-6.8808323595714125,0.8796061700936129,1.99585117178809,2.7119122459831986,0.03086435822189637,2.9998033135767095,0.10847407884220761,72, 0.11599999999999999
260,-0.09244858414173024,-3.3955321904246656,-1.3764786975979957,1.9066180796253427,1.0100493080944242,2.145261119835236,1.8908134746154452,0.39436688022758914,63, 0.20044444444444454
170,0.11780181726492336,-5.3576368450007905,-6.95757292493119,0.010988508398461327,0.6567027060218851,1.9363036898365986,0.8963273932919651,0.8982284515964026,39, 0.876
110,0.06575821842549756,-3.487916881618455,-1.451976005436333,0.13932095075351603,1.026526599165565,2.1278445956528653,2.0805603003118773,0.4007306698487094,124, 0.1617777777777777
220,0.04653304069351416,-3.513210312734579,-0.8822933119850358,1.3325086992287303,1.649743152717518,0.5820044860635508,2.2616564923406415,0.2903576631132472,15, 0.12444444444444447
220,0.3369912700462945,-5.780736078333267,-0.10005686239935319,1.2843925354937458,1.7234320195587027,0.7202023155238358,2.510456779220595,0.22910592978462543,116, 0.12666666666666682
150,0.3338941717092594,-5.4017859785339715,-0.22192736944652852,2.413625212061242,0.39545848166090597,1.7019015975394454,2.546307719860123,0.5623652434369716,62, 0.1133333333333334
160,0.19541576527990195,-4.754023365992195,-2.7793421061842323,2.447874090872592,0.47828138531070397,1.675580743711207,0.6407454372858419,0.5436450286060261,45, 0.5804444444444443
160,0.22909916931916602,-4.692546773768638,-3.636335427840253,0.6403258134571382,2.1484484661776304,2.5873289507163815,0.7560131441944433,0.8834488081343157,149, 0.6542222222222223
150,0.3360995037101428,-6.168583598677096,-0.3132668213061115,2.354666823141836,-0.09917664989828714,1.6714529326319933,2.6538486273202624,0.536769381317645,125, 0.12177777777777787
210,0.4928162618722739,-2.2364674467007233,-3.693231062526708,0.4498678004854719,2.119529476643132,2.746566709046702,1.5555620608462222,0.8984723382109088,146, 0.7604444444444445
230,0.4976122529563628,-6.184218329084363,-0.12284278654914926,1.7711974962801218,0.22702131121294863,1.305327301390779,1.6965440234139815,0.47918702302614263,62, 0.1506666666666665
270,0.29540315456821975,-4.212005072144291,0.12258718527368428,1.7091137488977328,0.270453166623041,1.365644601822296,1.8299956937084938,0.47497959892958574,62, 0.0862222222222222
80,0.39517648445886866,-4.144193535852869,-2.131333688562222,2.35818516889212,1.301289701393391,1.820675421985724,2.6827107539185553,0.28461182370772964,26, 0.41155555555555556
270,0.15759480129234615,-4.111945311700682,-1.8914395947948273,1.5965319996563427,1.2626392833254143,1.1117002441816526,1.1660591541126664,0.31443606371592103,13, 0.4244444444444444
270,0.17818276825454546,-4.174459571899688,0.35655015745598595,1.6641751092711607,0.7380720089042013,1.0781209541451586,1.215815586504271,0.4460268150914181,108, 0.06800000000000017
270,0.2718804394132483,-2.812869792359928,0.3500399272396346,1.0217755062940561,0.6240799942716719,0.35471152184713417,1.9502906047453934,0.4818922607677445,41, 0.18399999999999994
100,0.2728048005995426,-2.67826386606688,-6.781399467934117,1.0116557058198339,0.667460304643161,0.4804160500544459,1.2730392389530365,0.469637058923863,33, 0.8817777777777778
180,0.16873520168885195,-3.0661988849748942,-0.8099959930650615,1.611989662980323,0.7492623502009639,0.9887847337253985,1.2730125060519846,0.8102358876920978,145, 0.058222222222222286
120,0.18670058721463567,-3.8688941382457065,-0.9310900146218735,1.6092521256397132,0.9891740509509357,0.9906100655665318,1.7700548591661767,0.7712211833730568,108, 0.07911111111111102
180,0.08942640962218597,-1.9139612627479656,-0.8919095860283495,2.148203310375199,1.3163945242670545,-0.09785228251294731,1.4000465922000531,0.805842396804781,145, 0.7604444444444445
180,0.17832945234256264,-3.411980657550134,-0.8493304105783315,1.4617958654126368,0.970380939191984,1.0035291294957054,-0.08891114478983053,0.8412751320099532,70, 0.059555555555555695
140,-0.022460096439294586,-4.9925408882376034,-2.668752375347239,1.3599398334387365,0.7665998233404191,0.25015092480224277,0.9862958208860324,0.6178412222983216,22, 0.4377777777777777
180,-0.01606318968328027,-3.02747366928748,-2.9224725228997612,1.4324269825951874,1.506721501131709,0.2910414457484717,-0.009327212989610673,0.8429559817251492,79, 0.42222222222222217
180,0.027243100790413116,-3.1610258770077917,-3.4267245100132744,0.8939896660032641,1.4823849320503517,0.7810393738562194,-0.03954526810136251,0.8346601378799707,49, 0.5884444444444445
180,0.2244332276322743,-2.1738466909229492,-3.3503140751746656,0.8220506983571879,1.8549990517604744,0.8874187226299476,0.3380995018880333,0.7189038604072426,101, 0.6911111111111111
250,0.11217316035125488,-2.1571369836163123,-1.8750057537535654,1.1802307370552878,1.9086823000318742,1.5358848647159729,0.3181020142084353,0.7269425947470057,145, 0.09199999999999997
90,0.14965906857841185,-1.1832503780936727,-4.054102672585568,0.4405420346012634,1.1296698697607217,1.2706516156905951,0.5331279471299687,0.6611753203582128,70, 0.78
50,0.10455182194894129,-1.2702112001319357,-1.6149467846885361,1.1726334888956191,1.1688795223350785,1.2909110860265172,0.4104357131936269,0.6373641439872899,81, 0.688
190,0.09288870132761107,-1.52760412664494,-0.6309735268639001,2.691409911879356,2.981601282459423,0.622599936105967,0.1496524434613309,0.6024213952727238,99, 0.824
280,0.21901545493241428,-2.4390012625133632,-2.3683980768428827,2.9926542995903405,0.15154358887291886,0.903644427350384,0.16433618780747028,0.7690394230053174,141, 0.40488888888888896
190,0.06479433477233373,-3.7741743913447987,-6.174951190511715,2.7428093954668427,2.9441041651336297,0.6608108630304873,0.1567889387904915,0.7610778174313769,60, 0.9066666666666667
200,0.43295258271228154,-3.7925926696786787,0.9579187374692684,1.8204043079847116,0.8757039174178313,1.50846432062704,0.9218950240829675,0.8568638186307205,102, 0.9057777777777778
60,0.3770485693048875,-4.460597630678233,0.7184407166215014,1.855823429411143,0.913741080746369,1.5343894491335612,0.9149189937144919,0.686499314158627,44, 0.9057777777777778
60,-0.05912215139858565,-4.430803407003733,0.6650598755857322,1.5102550635328298,0.5019978926603343,1.9952126290442291,1.4031832988946356,0.8100971797948615,54, 0.09555555555555562
290,0.4542005676013119,-3.038640462551956,-4.919721943384146,2.1366601233409956,2.488836970416282,0.11063820286308679,2.088331650959666,0.5873207537986602,115, 0.8857777777777778
70,0.2521701360104491,-1.8073493779000307,-1.3018049270697734,2.1740141506674577,0.40756607076828627,1.9824076471627694,1.3975732578732039,0.7949696551012018,36, 0.5839999999999999
70,0.1367694102532505,-1.7555460813940829,-1.0902488241944908,0.6486034845454688,0.01054810008077256,0.43493744079076246,-0.09901089887531775,0.7990243804800677,159, 0.752
130,0.13275819975963205,-3.2455432580110712,-0.6165913284672868,2.533795518357927,0.09161360533490404,2.340523388097595,0.7416530277695425,0.8616305881952786,107, 0.0657777777777776
240,0.16821001686251705,-5.028481269073619,-0.49288753979765637,0.30835639941705084,0.5462214952095372,1.158191066690357,0.6273051348697762,0.877883806473966,137, 0.08933333333333338
260,0.018246848573774177,-3.6562197978763846,-4.261377343285189,2.0121985612388094,1.601137414103448,2.2821589625857945,2.878249929506951,0.6966685123110976,57, 0.7888888888888889
170,0.16913432982306167,-3.587482199328984,-2.4572327572722337,1.9850835345706659,1.639163259825506,1.1493002189318982,2.24472496661569,0.6796160486349365,142, 0.4542222222222222
