C,gamma,result
-1.3480507252706664,-4.358978020124136, 0.568421052631579
-5.593672515613431,-6.8008260322101695, 0.6894736842105262
-7.14253856385672,-2.822293026351862, 0.7631578947368421
-2.7044044309362993,-2.9007642010482844, 0.736842105263158
-4.4252463888957365,-7.950857436235706, 0.7210526315789474
-6.730562877394721,-7.682543807014472, 0.7526315789473685
-0.2966734724250335,-0.30984730437515573, 0.06315789473684215
-0.41866487051151824,-0.04579460379721301, 0.03684210526315788
-0.6994868719448722,-0.010961940209606169, 0.03157894736842106
-2.3358173525127377,-0.2976824849187343, 0.7263157894736842
-2.5541158037397134,-1.6373448288406154, 0.6842105263157896
-3.1911575169819555,-1.7238210678862624, 0.7578947368421053
-4.136060934832697,-5.349814070998959, 0.6789473684210526
-4.387434741440752,-5.293948298015625, 0.5789473684210527
-1.3205938750260082,-5.753508634525027, 0.7
-1.2039157823669362,-1.3784873505513686, 0.3315789473684211
-5.804614393761467,-1.3771164631857487, 0.6736842105263159
-5.620415008056348,-3.0392725902685434, 0.7421052631578948
-0.09796237294872157,-0.021196814160856725, 0.05789473684210529
-0.7014063823309811,-0.12108006226835705, 0.05789473684210531
-0.10685051845355231,-0.6881161449756612, 0.05263157894736843
-1.83834158797977,-1.0464972416251825, 0.7421052631578947
-1.9453379651895695,-2.2541768001749674, 0.7368421052631579
-3.4194098106203286,-2.1801388945305984, 0.7473684210526316
-0.7944336173589015,-3.861030136915144, 0.7315789473684211
-0.8170523015097267,-3.8656766808930376, 0.6631578947368421
-7.883588540326171,-4.024621017273043, 0.7473684210526316
-3.4352698411292937,-0.6636659071316288, 0.7052631578947368
-3.217636593869531,-0.7262425347738283, 0.7157894736842105
-0.0568143613893517,-2.2311295681208896, 0.15263157894736842
-1.5498833927763234,-2.167984507232868, 0.7421052631578947
-1.7952609800226518,-6.590022474174432, 0.7736842105263158
-4.906497023035975,-6.343834295770532, 0.6684210526315789
-0.6314246817275309,-3.3490130489920835, 0.6684210526315789
-2.348495102098095,-3.2655390283613994, 0.6947368421052632
-2.7416991043914223,-4.821071509472912, 0.6578947368421053
-2.803586222210283,-7.105176559332273, 0.7
-5.025637095677248,-7.095623623381169, 0.7210526315789474
-4.991547491127611,-0.011921851096280633, 0.7526315789473685
-6.6033942773994605,-2.6402050023344215, 0.7210526315789473
-6.629383715061705,-2.683192394687784, 0.7210526315789474
-1.1904081559274464,-1.0574372279057909, 0.25263157894736843
-3.8381429207134565,-1.1456813603434293, 0.6894736842105262
-3.7805238174380396,-1.774114352235551, 0.6368421052631579
-0.4737669187927967,-1.8613945198345208, 0.2263157894736842
-0.40910067918287507,-4.601912297499846, 0.7157894736842104
-1.0044909402563453,-0.32349006220840926, 0.1
-7.699092626576662,-0.4319650765655312, 0.6526315789473685
-2.089363181355133,-0.6452831966282562, 0.6789473684210526
-2.1682623979544404,-5.866221448550561, 0.7263157894736842
-1.5299340509873671,-7.66709196095, 0.7315789473684211
-5.973075591539542,-1.4093672035211, 0.7157894736842105
-6.032890983336796,-1.5151754872988388, 0.6842105263157896
-0.18095555809755046,-3.5135618158473174, 0.6842105263157895
-0.28691253606670614,-3.62640494601371, 0.6631578947368422
-4.6619331379846125,-2.9152057512304066, 0.6684210526315788
-4.4721189957942356,-4.318174737001919, 0.7210526315789474
-3.0252529600869296,-4.276039461298203, 0.7578947368421052
-2.488778850411941,-5.1177439125226645, 0.7789473684210526
-1.560028299834956,-5.111618544103722, 0.7473684210526316
-1.6054627130107901,-2.0030721077433284, 0.7421052631578948
-1.024694557916526,-0.00017602172962780625, 0.05263157894736845
-1.152119198761671,-0.8848032518061584, 0.13684210526315788
-7.163009701902643,-0.8547140494256993, 0.7368421052631579
-0.0018791036956315454,-0.3913271599072125, 0.042105263157894736
-5.484417241054537,-2.610369557838588, 0.7
-0.8820355508543319,-0.23159681846376307, 0.05789473684210526
-0.5130630923064885,-0.4289590755297532, 0.047368421052631615
-0.576019739174464,-0.4977996408959715, 0.0368421052631579
-1.3416896785367833,-1.2322063159488423, 0.37368421052631573
-1.8679276503253366,-1.2378571190716994, 0.605263157894737
-1.8595199975679124,-0.5744814100768759, 0.7578947368421053
-0.6909524186402667,-2.34851348403392, 0.5842105263157895
-0.6797636801186755,-0.05567503776922217, 0.05263157894736843
-2.5995145488728864,-1.6720923813057778, 0.7315789473684211
-0.0029469625692669643,-0.9168876698538576, 0.06842105263157898
-2.1712934834348765,-0.9385127880607123, 0.7052631578947368
-2.2364274679774607,-2.479621726846477, 0.6947368421052632
-3.492341324507717,-2.4624047722007116, 0.6736842105263158
-2.93254422167167,-1.948461808205737, 0.7736842105263158
-2.9163100668264557,-0.1751562808613138, 0.7631578947368421
-0.9303640261310667,-3.1024936550071156, 0.7526315789473684
-0.3115725427223365,-1.5080879358095736, 0.08947368421052633
-0.27583380849396777,-7.973230585716259, 0.7473684210526316
-4.0263918493315,-5.9103426028704025, 0.7526315789473685
-1.4335229447928812,-0.46174760470703813, 0.3052631578947368
