b_size,drop_rate,l2,lr,mixup_0,mixup_1,mixup_2,mixup_3,mom,t_0,result
170.0,0.1217949020477495,-3.372431481680488,-0.5781698202460184,2.528247909658465,0.6542439034285787,0.9579671082447286,2.284364183088284,0.642042606824839,18.0, 0.07066666666666666
170.0,-0.09822485339180238,-7.0,-0.06456174286058967,3.0,1.3773220464142808,0.8301741707554497,1.9287334868750516,0.23228272632098618,18.0, 0.10088888888888892
150,0.36196873092552195,-2.350257846565901,-4.1727511522347,2.5611732813521355,1.2711254631894133,1.8501004613461678,1.9117572008313286,0.7941210003049812,145, 0.8431111111111111
50.0,-0.1,-6.223338850166707,0.7797058515655125,-0.1,2.2932927572067334,-0.1,-0.036043594987096646,0.1,31.0, 0.10044444444444445
120,0.044006756575964284,-4.6135677774071615,-6.670267193853746,1.8516708820017937,1.0788955876794928,0.5402204152968398,1.636238593387549,0.7155156679607914,105, 0.9075555555555556
170.0,0.5,-5.929046111319382,-1.6398738940092732,3.0,-0.1,3.0,3.0,0.9,17.0, 0.21466666666666656
270,0.018662234924205268,-2.885162126199462,-2.3673311391247167,2.332517374143402,0.3234686847515111,1.7794176888410727,0.4321488532177158,0.5332538834153977,144, 0.4666666666666667
50.0,-0.1,-5.439562601129577,0.5691757168038747,0.5429487240092907,3.0,0.17747074363580037,3.0,0.1,27.0, 0.06622222222222252
170.0,-0.1,-4.389494836028104,1.0,2.957247405693243,3.0,-0.1,0.12590391434530976,0.6630928487574561,17.0, 0.10444444444444445
180,0.10462781888695719,-3.7756342892832677,-5.636041955660567,1.1849909275233317,1.641589474814969,2.4601575862076075,2.487570143836079,0.4264048191519777,110, 0.8764444444444445
50.0,-0.1,-6.0661701639409324,1.0,0.9632283553167548,2.361176946868878,0.12217830952730335,3.0,0.1,32.0, 0.11511111111111128
170.0,-0.1,-4.944421416431663,1.0,1.2175150868425724,1.9312839831088908,-0.1,3.0,0.1,17.0, 0.11688888888888893
210,-0.05013793841034519,-1.7361210618798686,-1.067085357999241,0.7077896483340718,1.1104316991972716,1.348544310600953,0.9527533109447262,0.5694768118010576,41, 0.24977777777777777
50.0,-0.1,-5.379276333240131,0.3340604369297792,0.176205650374522,3.0,0.6358468487837299,3.0,0.1,27.0, 0.07288888888888889
60.0,-0.1,-7.0,0.6899309501543271,-0.1,2.8214903944069407,0.41630932680603683,3.0,0.1,30.0, 0.08666666666666667
220.0,0.01241455490157143,-2.4567516120722637,-1.1524008793843372,0.622919178118321,1.2697262477429956,1.435470876125828,1.0935049113134743,0.455032951281572,35.0, 0.06844444444444464
