C,gamma,result
-0.045960906580711836,-2.0907828311420475, 0.14210526315789476
-0.045271060114211004,-1.4422892150252062, 0.042105263157894715
-7.478836311538182,-4.667484324079195, 0.7421052631578947
-0.7828887839915248,-4.51434741124347, 0.7421052631578947
-3.666648687504905,-3.2169154014109456, 0.7
-4.029224849022086,-0.7749349828086389, 0.7421052631578948
0.0,0.0, 0.07368421052631582
0.0,-0.33404748178645477, 0.06842105263157897
0.0,-0.9173813404997443, 0.06315789473684212
0.0,-1.0833576103756524, 0.05789473684210529
-0.6882022228332096,-0.9493622712030396, 0.09473684210526319
-0.844627758291476,-1.0784246438826375, 0.12105263157894737
-4.263186345900837,-8.0, 0.6894736842105263
-4.257230522331414,-8.0, 0.6052631578947368
-8.0,0.0, 0.7368421052631579
0.0,-0.9337798329838185, 0.0368421052631579
0.0,-0.9248332404601777, 0.03684210526315788
0.0,-0.9292093385158776, 0.04210526315789476
0.0,-0.9335740449960983, 0.05263157894736843
0.0,-0.9396920693309043, 0.042105263157894736
0.0,-0.9466982124977208, 0.05789473684210524
0.0,-0.9521798117088568, 0.03157894736842106
0.0,-0.9568035128258991, 0.06315789473684211
0.0,-0.9586672931426929, 0.047368421052631615
0.0,-0.9587432569293577, 0.0368421052631579
0.0,-0.9637908976902841, 0.026315789473684202
0.0,-0.9673639067535836, 0.01578947368421053
0.0,-0.9679954680032421, 0.03684210526315792
0.0,-0.9656845833620987, 0.09473684210526316
0.0,-0.9695367453560538, 0.021052631578947368
0.0,-0.9423172792831934, 0.042105263157894736
0.0,-0.9450172113917453, 0.0368421052631579
0.0,-0.947872735236271, 0.0368421052631579
0.0,-0.9497255774681979, 0.042105263157894736
0.0,-0.9516967411037713, 0.047368421052631574
0.0,-0.9543053774085974, 0.0368421052631579
0.0,-0.9569668332194072, 0.047368421052631594
0.0,-0.9591039531775684, 0.05263157894736843
0.0,-0.9613625840799659, 0.026315789473684226
0.0,-0.9627925361057345, 0.0368421052631579
0.0,-0.9640044289616341, 0.03684210526315792
0.0,-0.9664328571422804, 0.047368421052631594
0.0,-0.968858374748146, 0.02631578947368418
0.0,-0.9702871340065542, 0.047368421052631574
0.0,-0.9726760710925683, 0.04210526315789476
0.0,-0.9737369433786494, 0.047368421052631594
0.0,-0.9757605428186011, 0.05789473684210529
0.0,-0.9765965535134993, 0.0368421052631579
0.0,-0.9735323488926577, 0.042105263157894736
0.0,-0.9764556525347319, 0.0368421052631579
0.0,-0.9784215086686381, 0.03684210526315792
0.0,-0.9812123948991388, 0.03157894736842104
0.0,-0.9840854676505189, 0.03157894736842106
0.0,-0.9878397012882618, 0.03157894736842108
0.0,-0.9918757971283011, 0.026315789473684202
0.0,-0.9963309634407869, 0.047368421052631546
0.0,-1.0022320771080797, 0.03157894736842106
0.0,-1.0009313396958026, 0.05789473684210526
0.0,-1.007000225340315, 0.042105263157894736
0.0,-0.9982502220886877, 0.047368421052631574
0.0,-0.9994860868671627, 0.04210526315789476
0.0,-0.9982596019219561, 0.04210526315789478
0.0,-0.9996082453258243, 0.021052631578947368
0.0,-1.0009599333917303, 0.08421052631578947
0.0,-1.0083380814682852, 0.05263157894736845
-8.0,-8.0, 0.6736842105263159
0.0,-0.9744231944631407, 0.05789473684210526
0.0,-0.9710351586250459, 0.03157894736842106
0.0,-0.9703773142324189, 0.06315789473684212
0.0,-0.9709631214145419, 0.06315789473684212
0.0,-0.9702883078002869, 0.047368421052631594
0.0,-0.9695423613156856, 0.026315789473684202
0.0,-0.9707238792936999, 0.04210526315789476
0.0,-0.9701385836481874, 0.03157894736842106
0.0,-0.971292598853498, 0.03684210526315792
0.0,-0.9716563170970839, 0.05789473684210529
0.0,-0.9726188452466055, 0.047368421052631594
0.0,-0.972562521300445, 0.04210526315789476
0.0,-0.9734944655123796, 0.026315789473684226
0.0,-0.9746036711330973, 0.010526315789473672
0.0,-0.9748592841154892, 0.03684210526315792
0.0,-0.9727115024767605, 0.026315789473684226
0.0,-0.9738522877331182, 0.0368421052631579
0.0,-0.9740658371641245, 0.05789473684210526
0.0,-0.9751055315773163, 0.03157894736842104
0.0,-0.9744651055997976, 0.03157894736842104
0.0,-0.9754732931936435, 0.03684210526315792
0.0,-0.976378812929008, 0.03157894736842104
0.0,-0.9774749130501525, 0.05263157894736843
0.0,-0.9786136408650948, 0.05789473684210526
0.0,-0.9782042007934093, 0.0368421052631579
0.0,-0.9765631195666767, 0.03157894736842104
0.0,-0.9777918746901144, 0.010526315789473672
0.0,-0.9788872007956643, 0.0368421052631579
0.0,-0.9783403896125306, 0.010526315789473672
0.0,-0.9795272051911207, 0.026315789473684202
0.0,-0.9793247320686943, 0.03684210526315792
0.0,-0.9807542517394542, 0.03157894736842106
0.0,-0.981881158707828, 0.07368421052631577
0.0,-0.9833815675460517, 0.026315789473684202
0.0,-0.9764283893584549, 0.05263157894736843
0.0,-0.9785119775988832, 0.0368421052631579
0.0,-0.9782960538383952, 0.06842105263157894
0.0,-0.9793244179085032, 0.07368421052631582
0.0,-0.9757252257955412, 0.042105263157894736
0.0,-0.970556270777829, 0.042105263157894736
0.0,-0.9712790945307099, 0.05263157894736845
0.0,-0.9720450711896104, 0.026315789473684202
0.0,-0.9726523437811365, 0.03157894736842106
0.0,-0.9725076580566918, 0.02105263157894739
0.0,-0.9729012157827552, 0.04210526315789476
0.0,-0.9723099158921912, 0.05263157894736843
0.0,-0.9730071846623782, 0.05789473684210529
0.0,-0.9734218544274316, 0.05263157894736843
0.0,-0.9733117346969832, 0.042105263157894736
0.0,-0.97357915056897, 0.0368421052631579
0.0,-0.974265601677686, 0.05789473684210529
0.0,-0.9749230851607958, 0.047368421052631615
0.0,-0.9745595030644437, 0.06315789473684212
0.0,-0.9750038616500393, 0.03157894736842106
0.0,-0.9739381169707384, 0.03684210526315792
0.0,-0.9745706442008379, 0.04210526315789476
0.0,-0.9752204104453058, 0.021052631578947368
0.0,-0.9758729146339635, 0.05789473684210529
0.0,-0.9759003310124259, 0.05789473684210529
0.0,-0.9752177522974638, 0.052631578947368404
0.0,-0.974548150176785, 0.0368421052631579
0.0,-0.9745783141062113, 0.047368421052631615
0.0,-0.9752274402298097, 0.052631578947368404
0.0,-0.9756820605431822, 0.06315789473684211
0.0,-0.9757116493242612, 0.03157894736842104
0.0,-0.9744329424805067, 0.03157894736842104
0.0,-0.9751008703374948, 0.03157894736842106
0.0,-0.975573371640259, 0.0368421052631579
0.0,-0.9761432286144165, 0.047368421052631594
0.0,-0.9768304679222957, 0.04210526315789476
0.0,-0.9771451732691485, 0.021052631578947344
0.0,-0.9777367639225919, 0.04210526315789476
0.0,-0.9782354743728111, 0.0368421052631579
0.0,-0.9788070788608032, 0.03157894736842106
0.0,-0.9796523592734555, 0.03157894736842108
0.0,-0.9807012485962281, 0.03157894736842106
0.0,-0.9818568900493494, 0.0368421052631579
0.0,-0.9831511358186398, 0.06315789473684215
0.0,-0.9842028998495786, 0.047368421052631594
0.0,-0.9807080288335641, 0.04210526315789476
0.0,-0.9803591658683686, 0.03684210526315788
0.0,-0.9808791334084992, 0.04210526315789476
0.0,-0.9818102068300798, 0.03157894736842104
0.0,-0.9823245755914388, 0.06315789473684212
0.0,-0.9837119859558658, 0.06842105263157897
0.0,-0.9805681134965271, 0.021052631578947344
0.0,-0.9757591921545486, 0.0368421052631579
0.0,-0.9770897404764236, 0.05263157894736843
0.0,-0.9776532106350111, 0.05789473684210529
0.0,-0.977466260052459, 0.05789473684210529
0.0,-0.9766189934197861, 0.06842105263157898
0.0,-0.9758301166155307, 0.05789473684210526
0.0,-0.9738921027950137, 0.03684210526315792
0.0,-0.9735099554707739, 0.021052631578947344
0.0,-0.9739030985448207, 0.04210526315789476
0.0,-0.9731363286820258, 0.021052631578947368
0.0,-0.9736220793622898, 0.026315789473684202
0.0,-0.9727800886066775, 0.05789473684210529
0.0,-0.9725787470864049, 0.0368421052631579
0.0,-0.9728428751047776, 0.047368421052631594
0.0,-0.9731307979957037, 0.0368421052631579
0.0,-0.9736451127970777, 0.04210526315789476
0.0,-0.9739685359370946, 0.05789473684210526
0.0,-0.9744384802484631, 0.026315789473684202
0.0,-0.9744297300114436, 0.04210526315789476
0.0,-0.9743935836325669, 0.021052631578947368
0.0,-0.9748498906861811, 0.05789473684210529
0.0,-0.9744137899595157, 0.03157894736842106
0.0,-0.9742053622324507, 0.0736842105263158
0.0,-0.9744471727853573, 0.03684210526315792
0.0,-0.9728830772614849, 0.03157894736842108
0.0,-0.9732805378523637, 0.06315789473684212
0.0,-0.9732946683369987, 0.06842105263157897
0.0,-0.9731367801685953, 0.021052631578947368
0.0,-0.972573374668099, 0.04210526315789476
0.0,-0.9718132314571696, 0.03684210526315788
0.0,-0.9722376739373535, 0.047368421052631594
0.0,-0.9724300132208157, 0.04210526315789476
0.0,-0.9729442394562294, 0.03157894736842106
0.0,-0.9733648887791138, 0.04210526315789476
0.0,-0.9733819559309658, 0.03684210526315792
0.0,-0.9737997058613658, 0.047368421052631594
0.0,-0.9741016353210993, 0.026315789473684226
0.0,-0.9744917212196473, 0.03157894736842106
0.0,-0.974406162587194, 0.05263157894736843
0.0,-0.974650827131437, 0.05263157894736843
0.0,-0.9748114412594711, 0.03684210526315792
0.0,-0.9749385203311104, 0.0736842105263158
0.0,-0.9753343101616551, 0.042105263157894736
0.0,-0.9735477762598275, 0.03157894736842106
0.0,-0.9739477854235717, 0.05263157894736845
0.0,-0.9740359510892136, 0.042105263157894736
0.0,-0.9742704884183176, 0.01578947368421053
0.0,-0.9746627996613442, 0.05789473684210529
0.0,-0.9738104902664438, 0.021052631578947368
0.0,-0.9736491239529597, 0.047368421052631594
0.0,-0.9731298710120277, 0.047368421052631594
0.0,-0.9735028092513951, 0.04210526315789476
0.0,-0.9739138207654036, 0.08421052631578949
0.0,-0.9742910732631881, 0.047368421052631615
0.0,-0.9717813987767843, 0.042105263157894736
0.0,-0.9721030015148858, 0.05263157894736843
0.0,-0.9724677260491092, 0.06315789473684212
0.0,-0.9729656577206349, 0.026315789473684202
0.0,-0.9731053817526684, 0.026315789473684202
0.0,-0.972765008988156, 0.047368421052631615
0.0,-0.9724648256421554, 0.026315789473684202
0.0,-0.9728883794809731, 0.04210526315789476
0.0,-0.9724519964213498, 0.04210526315789476
0.0,-0.9728090817109298, 0.042105263157894736
0.0,-0.9731649027434122, 0.03684210526315788
0.0,-0.9735210725815246, 0.0368421052631579
0.0,-0.9737560476083691, 0.06842105263157894
0.0,-0.9740171199790603, 0.05263157894736843
0.0,-0.9733831158018088, 0.0368421052631579
0.0,-0.9735789103001857, 0.026315789473684202
0.0,-0.9738230641489161, 0.042105263157894736
0.0,-0.9736357871254477, 0.06842105263157897
0.0,-0.973980483626994, 0.05789473684210526
0.0,-0.9734106088929669, 0.06315789473684212
0.0,-0.9734037015246932, 0.047368421052631574
0.0,-0.9732761258648981, 0.0368421052631579
0.0,-0.973633989076684, 0.042105263157894715
0.0,-0.9738576942431647, 0.047368421052631574
0.0,-0.9741971599973673, 0.05263157894736845
0.0,-0.9745213509235403, 0.07894736842105265
0.0,-0.974689819520268, 0.06842105263157897
0.0,-0.972741861678828, 0.04210526315789476
0.0,-0.9718543120534885, 0.02105263157894739
0.0,-0.972173526883126, 0.026315789473684226
0.0,-0.9710941118267034, 0.03157894736842106
0.0,-0.9705797957995832, 0.0368421052631579
0.0,-0.9702573803814089, 0.05263157894736843
0.0,-0.9702437835169011, 0.03157894736842106
0.0,-0.9709509467923939, 0.05263157894736843
0.0,-0.9704952716465279, 0.052631578947368404
0.0,-0.971099580891104, 0.03157894736842104
0.0,-0.9717680084572609, 0.03157894736842108
0.0,-0.9714468811777408, 0.042105263157894715
-3.521608628049308,-1.8117054279057268, 0.6578947368421053
-7.252785903780569,-4.921160080201383, 0.6789473684210526
-2.0832974795274257,-5.902436675514215, 0.6789473684210526
-1.8132161107054356,-1.0200667831344745, 0.7210526315789474
0.0,-0.9712372035105312, 0.03157894736842106
